date,value
2023-04-04,4.8097
2023-04-11,4.7968
2023-04-18,4.7628
2023-04-25,4.7711
2023-05-02,4.7435
2023-05-09,4.7359
2023-05-16,4.7493
2023-05-23,4.7602
2023-05-30,4.7505
2023-06-06,4.754
2023-06-13,4.7625
2023-06-20,4.7772
2023-06-27,4.8066
2023-07-04,4.8228
2023-07-11,4.8444
2023-07-18,4.8439
2023-07-25,4.8146
2023-08-01,4.7941
2023-08-08,4.8179
2023-08-15,4.789
2023-08-22,4.7662
2023-08-29,4.7339
2023-09-05,4.7439
2023-09-12,4.753
2023-09-19,4.7434
2023-09-26,4.7715
2023-10-03,4.7638
2023-10-10,4.7328
2023-10-17,4.7339
2023-10-24,4.7035
2023-10-31,4.7352
2023-11-07,4.7641
2023-11-14,4.7743
2023-11-21,4.746
2023-11-28,4.7444
2023-12-05,4.7246
2023-12-12,4.7115
2023-12-19,4.7075
2023-12-26,4.7153
2024-01-02,4.6911
2024-01-09,4.6614
2024-01-16,4.6552
2024-01-23,4.6884
2024-01-30,4.6842
2024-02-06,4.6626
2024-02-13,4.6368
2024-02-20,4.6312
2024-02-27,4.6307
2024-03-05,4.6125
2024-03-12,4.611
2024-03-19,4.6408
2024-03-26,4.6257
2024-04-02,4.6124
2024-04-09,4.626
2024-04-16,4.6137
2024-04-23,4.5983
2024-04-30,4.5695
2024-05-07,4.5729
2024-05-14,4.5404
2024-05-21,4.5652
2024-05-28,4.5515
2024-06-04,4.5751
2024-06-11,4.5931
2024-06-18,4.6111
2024-06-25,4.5829
2024-07-02,4.5659
2024-07-09,4.5481
2024-07-16,4.565
2024-07-23,4.5733
2024-07-30,4.6003
2024-08-06,4.6058
2024-08-13,4.6001
2024-08-20,4.6197
2024-08-27,4.5862
2024-09-03,4.5606
2024-09-10,4.5497
2024-09-17,4.5813
2024-09-24,4.6109
2024-10-01,4.6388
2024-10-08,4.6389
2024-10-15,4.6512
2024-10-22,4.6174
2024-10-29,4.6049
2024-11-05,4.6274
2024-11-12,4.6108
2024-11-19,4.6279
2024-11-26,4.6011
2024-12-03,4.621
2024-12-10,4.6151
2024-12-17,4.627
2024-12-24,4.6451
2024-12-31,4.6176
2025-01-07,4.6259
2025-01-14,4.6572
2025-01-21,4.6837
2025-01-28,4.675
2025-02-04,4.6584
2025-02-11,4.6364
2025-02-18,4.6335
2025-02-25,4.6515
2025-03-04,4.6648
2025-03-11,4.6926
2025-03-18,4.6989
2025-03-25,4.6685
2025-04-01,4.6543
2025-04-08,4.6207
2025-04-15,4.6481
2025-04-22,4.664
2025-04-29,4.6782
2025-05-06,4.71
2025-05-13,4.6745
2025-05-20,4.6459
2025-05-27,4.6378
2025-06-03,4.6042
2025-06-10,4.6269
2025-06-17,4.6211
2025-06-24,4.6377
2025-07-01,4.6625
2025-07-08,4.694
2025-07-15,4.7007
2025-07-22,4.7089
2025-07-29,4.7138
2025-08-05,4.7043
2025-08-12,4.7086
2025-08-19,4.7133
2025-08-26,4.6954
2025-09-02,4.687
2025-09-09,4.7177
2025-09-16,4.7419
2025-09-23,4.7447
2025-09-30,4.7604
2025-10-07,4.749
2025-10-14,4.7554
2025-10-21,4.7264
2025-10-28,4.7091
2025-11-04,4.7243
2025-11-11,4.7343
2025-11-18,4.7227
2025-11-25,4.7437
2025-12-02,4.758
2025-12-09,4.7507
2025-12-16,4.7409
2025-12-23,4.7522
2025-12-30,4.7613
2026-01-06,4.7409
2026-01-13,4.7222
2026-01-20,4.7065
2026-01-27,4.7056
2026-02-03,4.7405
2026-02-10,4.7336
2026-02-17,4.7462
2026-02-24,4.7651
2026-03-03,4.761
2026-03-10,4.748
2026-03-17,4.7273
2026-03-24,4.7379
2026-03-31,4.7567
2026-04-07,4.7636
2026-04-14,4.7834
2026-04-21,4.8162
2026-04-28,4.7969
2026-05-05,4.8
2026-04-14,0.95
